id,api_id,detail,fastest_lap_rank,grid,is_classified,is_eligible_for_points,laps_completed,points,position,round_entry_id,session_id,status,time
323,sessionentry_YiNqCKdG,+2 Laps,,1,t,t,68,3,4,323,43,1,
324,sessionentry_jAdAnMGY,+2 Laps,,8,t,t,68,2,5,324,43,1,
325,sessionentry_Kt4ZQEFy,+4 Laps,,6,t,t,66,0,6,325,43,1,
326,sessionentry_pvP6aZL1,+6 Laps,,20,t,t,64,0,7,326,43,1,
327,sessionentry_CNdYHlDd,+7 Laps,,13,t,t,63,0,8,327,43,1,
328,sessionentry_Ogq1tgh3,+7 Laps,,9,t,t,63,0,9,328,43,1,
329,sessionentry_pRCv4wci,+10 Laps,,17,t,t,60,0,10,329,43,1,
330,sessionentry_VF9gSw5v,Ignition,,5,f,t,48,0,11,330,43,11,
331,sessionentry_YRsaofiK,Engine,,10,f,t,48,0,12,331,43,11,
332,sessionentry_vD7rVPWB,Accident,,15,f,t,37,0,13,332,43,10,
333,sessionentry_Vg69e7nq,Wheel,,7,f,t,30,0,14,333,43,11,
334,sessionentry_G394ytbE,Engine,,11,f,t,25,0,15,334,43,11,
335,sessionentry_7gcH2fBN,Engine,,16,f,t,23,0,16,335,43,11,
336,sessionentry_SRSa8aiS,Accident,,14,f,t,7,0,17,336,43,10,
337,sessionentry_BIr5Ddty,Ignition,,12,f,t,4,0,18,337,43,11,
338,sessionentry_K3tODwev,Engine,,19,f,t,1,0,19,338,43,11,
339,sessionentry_G2mXfzgt,Engine,,18,f,t,0,0,20,339,43,30,
340,sessionentry_zH6eBHOE,Finished,,2,t,t,62,9,1,340,46,0,03:01:46.1
341,sessionentry_QgLmzbwA,Finished,,5,t,t,62,6,2,341,46,0,03:04:23.3
342,sessionentry_22YKvNlF,+1 Lap,,7,t,t,61,4,3,342,46,1,
343,sessionentry_OIgAAzOY,+2 Laps,,13,t,t,60,3,4,343,46,1,
344,sessionentry_u230Kzb2,+3 Laps,,15,t,t,59,2,5,344,46,1,
345,sessionentry_nb6Ks232,+4 Laps,,8,t,t,58,0,6,345,46,1,
346,sessionentry_tFu8PbBk,+6 Laps,,19,t,t,56,0,7,346,46,1,
347,sessionentry_QyYgynBY,+7 Laps,,17,t,t,55,0,8,347,46,1,
348,sessionentry_ZMBiPCkW,Engine,,11,f,t,52,0,9,348,46,11,
349,sessionentry_kRvVX6wJ,Magneto,,4,f,t,51,0,10,349,46,11,
350,sessionentry_qs05MAh9,Magneto,,4,f,t,51,0,10,350,46,11,
351,sessionentry_fHX3X0lt,Engine,,18,f,t,31,0,11,351,46,11,
352,sessionentry_ZeucWoon,Withdrew,,9,f,t,24,0,12,352,46,30,
353,sessionentry_QE1GpKi0,Withdrew,,12,f,t,24,0,13,353,46,30,
354,sessionentry_KAZPx4f5,Radiator,,3,f,t,20,0,14,354,46,11,
355,sessionentry_5Cw7NMqi,Magneto,,1,f,t,16,0,15,355,46,11,
356,sessionentry_SLY7MJax,Halfshaft,,6,f,t,12,0,16,356,46,11,
357,sessionentry_W0fdVPeq,Halfshaft,,10,f,t,12,0,17,357,46,11,
358,sessionentry_4t6fOZXU,Engine,,14,f,t,4,0,18,358,46,11,
359,sessionentry_JaK6KmMc,Fuel leak,,16,f,t,4,0,19,359,46,11,
360,sessionentry_qtNzS9zn,Accident,,20,f,t,2,0,20,360,46,10,
361,sessionentry_SljuL5DN,Magneto,,21,f,t,1,0,21,361,46,11,
362,sessionentry_N68N0b68,Finished,,7,t,t,200,8,1,362,49,0,03:52:41.88
363,sessionentry_Fjz6tmz1,Finished,,10,t,t,200,6,2,363,49,0,03:56:44.21
364,sessionentry_EKQxy5YY,Finished,,5,t,t,200,4,3,364,49,0,03:58:53.49
365,sessionentry_8nRwdWxX,Finished,,6,t,t,200,3,4,365,49,0,03:59:30.22
366,sessionentry_6SsbwXYI,Finished,,20,t,t,200,2,5,366,49,0,04:01:22.03
367,sessionentry_CsNBXh6G,Finished,,21,t,t,200,0,6,367,49,0,04:02:06.2
368,sessionentry_tO9r6uJw,Finished,,23,t,t,200,0,7,368,49,0,04:03:17.12
369,sessionentry_LuzAaWmT,Finished,,14,t,t,200,0,8,369,49,0,04:04:42.49
370,sessionentry_Is3pbhsH,Finished,,9,t,t,200,0,9,370,49,0,04:05:05.64
371,sessionentry_tv8W9R33,Finished,,31,t,t,200,0,10,371,49,0,04:06:19.66
372,sessionentry_vZxvGw0E,Finished,,3,t,t,200,0,11,372,49,0,04:07:03.6
373,sessionentry_SvG2gfJP,Finished,,26,t,t,200,0,12,373,49,0,04:08:46.98
374,sessionentry_ySG8bnqr,Finished,,16,t,t,200,0,13,374,49,0,04:09:37.53
375,sessionentry_fywL3Qw4,Finished,,15,t,t,200,0,14,375,49,0,04:11:30.54
376,sessionentry_Pq3Bqw1z,+3 Laps,,13,t,t,197,0,15,376,49,1,
377,sessionentry_giidJYh0,+7 Laps,,24,t,t,193,0,16,377,49,1,
378,sessionentry_I48U3SoD,Steering,,8,t,t,191,1,17,378,49,11,
379,sessionentry_ZcyjAK3F,+13 Laps,,11,t,t,187,0,18,379,49,1,
380,sessionentry_hJKqT7zP,+16 Laps,,12,t,t,184,0,19,380,49,1,
381,sessionentry_LXj27Bc1,+16 Laps,,28,t,t,184,0,20,381,49,1,
382,sessionentry_dEByBGgk,+18 Laps,,33,t,t,182,0,21,382,49,1,
383,sessionentry_P21CQdtg,Oil leak,,29,f,t,162,0,22,383,49,11,
384,sessionentry_jvpn1n0e,Oil pressure,,22,f,t,130,0,23,384,49,11,
385,sessionentry_bI8Vzlww,Oil pressure,,30,f,t,93,0,24,385,49,11,
386,sessionentry_XmPcgG7D,Supercharger,,4,f,t,84,0,25,386,49,11,
387,sessionentry_vD4iQDHV,Differential,,32,f,t,77,0,26,387,49,11,
388,sessionentry_f5THiR2n,Turbo,,1,f,t,71,0,27,388,49,11,
389,sessionentry_nlKNnrMg,Exhaust,,18,f,t,65,0,28,389,49,11,
390,sessionentry_m7E0l5rw,Transmission,,25,f,t,49,0,29,390,49,11,
391,sessionentry_LfJ2RVfk,Supercharger,,27,f,t,41,0,30,391,49,11,
392,sessionentry_0aY5SJzB,Wheel,,19,f,t,40,0,31,392,49,11,
393,sessionentry_81I3i1pv,Gearbox,,17,f,t,34,0,32,393,49,11,
394,sessionentry_gUrkGUhe,Oil pump,,2,f,t,20,0,33,394,49,11,
395,sessionentry_uosSFqrF,Finished,,1,t,t,36,9,1,395,52,0,03:03:46.3
396,sessionentry_oGK9e0zJ,Finished,,2,t,t,36,6,2,396,52,0,03:05:41.5
397,sessionentry_1KsooRnE,Finished,,4,t,t,36,4,3,397,52,0,03:08:14.7
398,sessionentry_6yIHjbg5,+1 Lap,,6,t,t,35,3,4,398,52,1,
399,sessionentry_1OLOj2iU,+2 Laps,,8,t,t,34,2,5,399,52,1,
400,sessionentry_0C7cmCtR,+2 Laps,,9,t,t,34,0,6,400,52,1,
401,sessionentry_HGtB7OTb,+3 Laps,,13,t,t,33,0,7,401,52,1,
402,sessionentry_NhBIfr4p,+3 Laps,,19,t,t,33,0,8,402,52,1,
403,sessionentry_3DDbzmII,+3 Laps,,12,t,t,33,0,9,403,52,1,
404,sessionentry_flrm6INo,+4 Laps,,18,t,t,32,0,10,404,52,1,
405,sessionentry_uorwHDwO,+4 Laps,,14,t,t,32,0,11,405,52,1,
406,sessionentry_Uvrex7ef,+4 Laps,,20,t,t,32,0,12,406,52,1,
407,sessionentry_eUTFwgxd,+5 Laps,,21,t,t,31,0,13,407,52,1,
408,sessionentry_J2GD0k6B,+6 Laps,,22,t,t,30,0,14,408,52,1,
409,sessionentry_2rR7SWGk,+6 Laps,,16,t,t,30,0,15,409,52,1,
410,sessionentry_ZbVFrlD5,Engine,,15,f,t,17,0,16,410,52,11,
411,sessionentry_QFMtFEU5,Accident,,3,f,t,13,0,17,411,52,10,
412,sessionentry_IU79wsPi,Accident,,5,f,t,13,0,18,412,52,10,
413,sessionentry_trbYzQZt,Spun off,,7,f,t,10,0,19,413,52,10,
414,sessionentry_9moSHLWl,Transmission,,17,f,t,6,0,20,414,52,11,
415,sessionentry_fMI8kkFX,Halfshaft,,11,f,t,3,0,21,415,52,11,
416,sessionentry_FXgTxPwf,Engine,,10,f,t,0,0,22,416,52,11,
417,sessionentry_BrmrSZyq,Finished,,1,t,t,77,9,1,417,55,0,03:00:00
418,sessionentry_VvDHe4FW,+1 Lap,,2,t,t,76,6,2,418,55,1,
419,sessionentry_XuBOiT7a,+2 Laps,,3,t,t,75,4,3,419,55,1,
420,sessionentry_0zgSldey,+3 Laps,,5,t,t,74,3,4,420,55,1,
421,sessionentry_o348AS6k,+5 Laps,,6,t,t,72,2,5,421,55,1,
422,sessionentry_g4vztdQM,+7 Laps,,8,t,t,70,0,6,422,55,1,
423,sessionentry_PPcUSFj7,+7 Laps,,4,t,t,70,0,7,423,55,1,
424,sessionentry_sYn7MC8u,+7 Laps,,18,t,t,70,0,8,424,55,1,
425,sessionentry_pcuAE4mM,+7 Laps,,14,t,t,70,0,9,425,55,1,
426,sessionentry_Rt0m2W7o,+9 Laps,,10,t,t,68,0,10,426,55,1,
427,sessionentry_0hDoctCL,+11 Laps,,17,t,t,66,0,11,427,55,1,
428,sessionentry_eEluQofZ,+11 Laps,,17,t,t,66,0,11,428,55,1,
429,sessionentry_2Ydb4miP,+14 Laps,,16,t,t,63,0,12,429,55,1,
430,sessionentry_OtGMay4C,Axle,,7,f,t,56,0,13,430,55,11,
431,sessionentry_wNkDXBSW,Ignition,,15,f,t,51,0,14,431,55,11,
432,sessionentry_bzmdxM9N,Brakes,,12,f,t,34,0,15,432,55,11,
433,sessionentry_EPnrXTHC,Brakes,,12,f,t,34,0,15,433,55,11,
434,sessionentry_la2Sq94P,Clutch,,13,f,t,17,0,16,434,55,11,
435,sessionentry_t0uE1eZs,Engine,,9,f,t,17,0,17,435,55,11,
436,sessionentry_gG2TCkAI,Engine,,20,f,t,15,0,18,436,55,11,
437,sessionentry_xb1IRFq1,Gearbox,,11,f,t,7,0,19,437,55,11,
438,sessionentry_eKoghuRg,Engine,,19,f,t,2,0,20,438,55,11,
439,sessionentry_3sPTLF0w,Finished,,2,t,t,85,9,1,439,58,0,02:46:11
440,sessionentry_CIz2fA6r,+1 Lap,,3,t,t,84,6,2,440,58,1,
441,sessionentry_AuZxe9o9,+2 Laps,,7,t,t,83,4,3,441,58,1,
442,sessionentry_CLp27w2Q,+2 Laps,,8,t,t,83,3,4,442,58,1,
443,sessionentry_oNFyz9su,+3 Laps,,9,t,t,82,2,5,443,58,1,
444,sessionentry_IDCAwfcW,+3 Laps,,1,t,t,82,0,6,444,58,1,
445,sessionentry_PNtAohIe,+3 Laps,,6,t,t,82,0,7,445,58,1,
446,sessionentry_XgRPiRKs,+3 Laps,,19,t,t,82,0,8,446,58,1,
447,sessionentry_fLg98KAE,+3 Laps,,5,t,t,82,0,9,447,58,1,
448,sessionentry_0BHp3TiQ,+4 Laps,,20,t,t,81,0,10,448,58,1,
449,sessionentry_j4FwZ0XC,+4 Laps,,10,t,t,81,0,11,449,58,1,
450,sessionentry_khspRGIo,+5 Laps,,12,t,t,80,0,12,450,58,1,
451,sessionentry_QIVovVek,+5 Laps,,15,t,t,80,0,13,451,58,1,
452,sessionentry_Ps4RjH1c,+6 Laps,,23,t,t,79,0,14,452,58,1,
453,sessionentry_UfJkgDZP,+6 Laps,,29,t,t,79,0,15,453,58,1,
454,sessionentry_rhDQ1PWk,+6 Laps,,17,t,t,79,0,16,454,58,1,
455,sessionentry_3aKXs3pm,+7 Laps,,32,t,t,78,0,17,455,58,1,
456,sessionentry_iVquBKVX,+8 Laps,,28,t,t,77,0,18,456,58,1,
457,sessionentry_Xgd0Lr2P,+9 Laps,,31,t,t,76,0,19,457,58,1,
458,sessionentry_I5ZImH5f,+9 Laps,,18,t,t,76,0,20,458,58,1,
459,sessionentry_eMtMIp6E,+10 Laps,,25,t,t,75,0,21,459,58,1,
460,sessionentry_asmNnmYX,+16 Laps,,13,t,t,69,0,22,460,58,1,
461,sessionentry_lvC5moOd,Ignition,,14,f,t,73,0,23,461,58,11,
462,sessionentry_qmaiMJwF,Engine,,11,f,t,44,0,24,462,58,11,
463,sessionentry_pNx9vbJw,Engine,,16,f,t,36,0,25,463,58,11,
464,sessionentry_9s6SneLt,Gearbox,,21,f,t,21,0,26,464,58,11,
465,sessionentry_TXkmUZ1I,Engine,,26,f,t,19,0,27,465,58,11,
466,sessionentry_SGCueGXy,Engine,,22,f,t,14,0,28,466,58,11,
467,sessionentry_wy5PuJJL,Clutch,,4,f,t,9,0,29,467,58,11,
468,sessionentry_4mO1ozL4,Brakes,,24,f,t,3,0,30,468,58,11,
469,sessionentry_Rlu0wXyx,Brakes,,27,f,t,0,0,31,469,58,11,
470,sessionentry_6dt2ifd8,Withdrew,,0,f,t,0,0,32,470,58,30,
471,sessionentry_Mh0iyjDK,Finished,,1,t,t,18,9,1,471,61,0,03:06:13.3
472,sessionentry_838jl04U,Finished,,2,t,t,18,6,2,472,61,0,03:06:27.4
473,sessionentry_SMwcb35Q,Finished,,6,t,t,18,4,3,473,61,0,03:13:23.4
474,sessionentry_WVw86fG2,+1 Lap,,5,t,t,17,3,4,474,61,1,
475,sessionentry_iWFQLrCU,+1 Lap,,11,t,t,17,2,5,475,61,1,
476,sessionentry_YDMp8R8G,+2 Laps,,17,t,t,16,0,6,476,61,1,
477,sessionentry_lGMCz54P,+2 Laps,,12,t,t,16,0,7,477,61,1,
478,sessionentry_19TXJq0W,+2 Laps,,15,t,t,16,0,8,478,61,1,
479,sessionentry_DTzp1K55,+3 Laps,,22,t,t,15,0,9,479,61,1,
480,sessionentry_JDOXNe2J,+3 Laps,,32,t,t,15,0,10,480,61,1,
481,sessionentry_dU6kMRvh,+4 Laps,,8,t,t,14,0,11,481,61,1,
482,sessionentry_C6Kyvevc,+4 Laps,,29,t,t,14,0,12,482,61,1,
483,sessionentry_MHY75WYV,Accident,,4,f,t,8,0,13,483,61,10,
484,sessionentry_BAZAKtVs,Retired,,9,f,t,7,0,14,484,61,11,
485,sessionentry_sl4FbNg4,Gearbox,,14,f,t,6,0,15,485,61,11,
486,sessionentry_plEXZMNJ,Engine,,19,f,t,5,0,16,486,61,11,
487,sessionentry_0ierX6ll,Retired,,25,f,t,5,0,17,487,61,11,
488,sessionentry_8ZGu80rh,Ignition,,30,f,t,5,0,18,488,61,11,
489,sessionentry_ZwafK2zg,Axle,,26,f,t,4,0,19,489,61,11,
490,sessionentry_In9NpKQl,Retired,,23,f,t,3,0,20,490,61,11,
491,sessionentry_yFLF5A6D,Suspension,,24,f,t,3,0,21,491,61,11,
492,sessionentry_BNXALbED,Oil pressure,,21,f,t,2,0,22,492,61,11,
493,sessionentry_wDWHYllS,Accident,,3,f,t,1,0,23,493,61,10,
494,sessionentry_DNsdQKD6,Gearbox,,7,f,t,1,0,24,494,61,11,
495,sessionentry_epb9UtB9,Disqualified,,10,f,t,1,0,25,495,61,20,
496,sessionentry_T2abdvPe,Gearbox,,13,f,t,1,0,26,496,61,11,
497,sessionentry_5vJm7OiQ,Retired,,18,f,t,1,0,27,497,61,11,
498,sessionentry_4eC4G5it,Retired,,20,f,t,1,0,28,498,61,11,
499,sessionentry_0QqTbquH,Brakes,,27,f,t,1,0,29,499,61,11,
500,sessionentry_hMn5sT3X,Retired,,16,f,t,0,0,30,500,61,11,
501,sessionentry_nb9QDoRQ,Finished,,1,t,t,90,9,1,501,64,0,02:53:28.5
502,sessionentry_DB1AAD3K,Finished,,2,t,t,90,6,2,502,64,0,02:54:08.6
503,sessionentry_SEHhit6W,Finished,,4,t,t,90,4,3,503,64,0,02:55:02.9
504,sessionentry_Hd46Pw30,+2 Laps,,3,t,t,88,3,4,504,64,1,
505,sessionentry_GpumnckL,+3 Laps,,6,t,t,87,2,5,505,64,1,
506,sessionentry_0O0dVmfE,+3 Laps,,5,t,t,87,0,6,506,64,1,
507,sessionentry_zmbFBYNn,+5 Laps,,10,t,t,85,0,7,507,64,1,
508,sessionentry_THLSeOgu,+6 Laps,,9,t,t,84,0,8,508,64,1,
509,sessionentry_Yi6EJLSZ,+7 Laps,,16,t,t,83,0,9,509,64,1,
510,sessionentry_NOcaSGMx,+7 Laps,,16,t,t,83,0,9,510,64,1,
511,sessionentry_seOnIRoi,Wheel bearing,,7,f,t,76,0,10,511,64,11,
512,sessionentry_rWERwFxm,Engine,,18,f,t,73,0,11,512,64,11,
513,sessionentry_LQA60Hkp,Not classified,,14,f,t,70,0,12,513,64,1,
514,sessionentry_7omegHXs,Oil pressure,,13,f,t,27,0,13,514,64,11,
515,sessionentry_G6ABax3K,Engine,,17,f,t,19,0,14,515,64,11,
516,sessionentry_ZuOxZnX2,Clutch,,11,f,t,15,0,15,516,64,11,
517,sessionentry_zRdqhkf9,Electrical,,6,f,t,10,0,16,517,64,11,
518,sessionentry_8rloNmXP,Differential,,15,f,t,7,0,17,518,64,11,
519,sessionentry_X2o4g2wt,Axle,,12,f,t,4,0,18,519,64,11,
520,sessionentry_zMCBpR7h,Finished,,1,t,t,80,8.5,1,520,67,0,02:50:45.6
521,sessionentry_FeZ60vLj,Finished,,5,t,t,80,6.5,2,521,67,0,02:51:47.4
522,sessionentry_SbzD3hbV,Finished,,2,t,t,80,4,3,522,67,0,02:52:49.8
523,sessionentry_B8t7GQqB,Finished,,3,t,t,80,3,4,523,67,0,02:52:57
524,sessionentry_yXnrPnD9,+1 Lap,,13,t,t,79,2,5,524,67,1,
525,sessionentry_cLzeX1up,+1 Lap,,8,t,t,79,0,6,525,67,1,
526,sessionentry_T3N4fqYw,+3 Laps,,6,t,t,77,0,7,526,67,1,
527,sessionentry_JnZ39tN9,+4 Laps,,18,t,t,76,0,8,527,67,1,
528,sessionentry_0hOHCA1f,+4 Laps,,15,t,t,76,0,9,528,67,1,
529,sessionentry_1ZkM8gUs,+5 Laps,,17,t,t,75,0,10,529,67,1,
530,sessionentry_wxwaEQVo,+5 Laps,,23,t,t,75,0,11,530,67,1,
531,sessionentry_eXEd6mlF,+6 Laps,,19,t,t,74,0,12,531,67,1,
532,sessionentry_XjKCMrTI,+7 Laps,,20,t,t,73,0,13,532,67,1,
533,sessionentry_dVdkxx9u,+9 Laps,,7,t,t,71,0,14,533,67,1,
534,sessionentry_xlLQ7YGO,+12 Laps,,12,t,t,68,0,15,534,67,1,
535,sessionentry_EWP4phE9,Suspension,,1,f,t,60,0,16,535,67,11,
536,sessionentry_bpIngyXc,Engine,,25,f,t,46,0,17,536,67,11,
537,sessionentry_2spkIDHk,Engine,,11,f,t,42,0,18,537,67,11,
538,sessionentry_R669qtEW,Not classified,,12,f,t,38,0,19,538,67,1,
539,sessionentry_tYXZw0jD,Engine,,16,f,t,24,0,20,539,67,11,
540,sessionentry_QqOGr7VQ,Engine,,4,f,t,5,0,21,540,67,11,
541,sessionentry_vLzBVWnr,Suspension,,2,f,t,4,0,22,541,67,11,
542,sessionentry_3fi9q2BD,Engine,,16,f,t,3,0,23,542,67,11,
543,sessionentry_ALWhgeDt,Gearbox,,10,f,t,0,0,24,543,67,11,
555,sessionentry_UqN0u5No,Finished,,1,t,t,97,9,1,555,70,0,03:01:04.6
556,sessionentry_d4HjmC16,+1 Lap,,3,t,t,96,6,2,556,70,1,
557,sessionentry_4epxHqCJ,+1 Lap,,5,t,t,96,4,3,557,70,1,
558,sessionentry_sP1pf8VD,+1 Lap,,6,t,t,96,3,4,558,70,1,
559,sessionentry_XNAtuKQk,+1 Lap,,9,t,t,96,2,5,559,70,1,
560,sessionentry_ocxw7PcQ,+3 Laps,,11,t,t,94,0,6,560,70,1,
561,sessionentry_017N0FrQ,+6 Laps,,7,t,t,91,0,7,561,70,1,
562,sessionentry_CPUoKq2C,+6 Laps,,7,t,t,91,0,7,562,70,1,
563,sessionentry_cDrHItXB,+7 Laps,,16,t,t,90,0,8,563,70,1,
564,sessionentry_oMZ89wvl,+10 Laps,,12,t,t,87,0,9,564,70,1,
565,sessionentry_nLbj6jPT,Wheel,,8,f,t,67,0,10,565,70,11,
566,sessionentry_mSnxQXDd,Transmission,,2,f,t,36,0,11,566,70,11,
567,sessionentry_qVSt3J5N,Transmission,,15,f,t,32,0,12,567,70,11,
568,sessionentry_thJx4y38,Accident,,4,f,t,31,0,13,568,70,10,
569,sessionentry_ztLiTHGp,Gearbox,,10,f,t,24,0,14,569,70,11,
570,sessionentry_wZ2Z8mbO,Differential,,14,f,t,21,0,15,570,70,11,
571,sessionentry_q8TvTT4U,Wheel,,13,f,t,20,0,16,571,70,11,
572,sessionentry_yzY8xX0h,Finished,,1,t,t,200,9,1,572,73,0,03:53:01.69
573,sessionentry_mJfhDCMX,Finished,,12,t,t,200,6,2,573,73,0,03:56:32.56
574,sessionentry_69UE98TQ,Finished,,9,t,t,200,2,3,574,73,0,03:57:13.19
575,sessionentry_R4E6G1Ip,Finished,,9,t,t,200,2,3,575,73,0,03:57:13.19
576,sessionentry_Tjh4zNSZ,Finished,,2,t,t,200,1.5,4,576,73,0,03:57:40.93
577,sessionentry_PFAIKUG6,Finished,,2,t,t,200,1.5,4,577,73,0,03:57:40.93
578,sessionentry_N0PAcxN6,Finished,,3,t,t,200,2,5,578,73,0,04:00:51.33
579,sessionentry_WsfvKIHi,Finished,,21,t,t,200,0,6,579,73,0,04:01:11.9
580,sessionentry_7KqRmh2E,Finished,,25,t,t,200,0,7,580,73,0,04:01:47.71
581,sessionentry_nbr3DKaj,Finished,,25,t,t,200,0,7,581,73,0,04:01:47.71
582,sessionentry_CiOi2Y1F,Finished,,20,t,t,200,0,8,582,73,0,04:03:06.24
583,sessionentry_mF1XSlkl,Accident,,6,t,t,196,0,9,583,73,10,
584,sessionentry_TXIyBA8o,Accident,,6,t,t,196,0,9,584,73,10,
585,sessionentry_wqaM6Ynl,Accident,,6,t,t,196,0,9,585,73,10,
586,sessionentry_uTlGG3VK,+7 Laps,,32,t,t,193,0,10,586,73,1,
587,sessionentry_Elp2ok5u,Accident,,26,t,t,191,0,11,587,73,10,
588,sessionentry_tPxlv4Em,+10 Laps,,19,t,t,190,0,12,588,73,1,
589,sessionentry_K6YZgZJf,+10 Laps,,19,t,t,190,0,12,589,73,1,
590,sessionentry_GlMO79vR,Engine,,4,t,t,184,0,13,590,73,11,
591,sessionentry_6xSDK8dM,+17 Laps,,31,t,t,183,0,14,591,73,1,
592,sessionentry_sxoCR6ct,Magneto,,28,t,t,177,0,15,592,73,11,
593,sessionentry_NBacDCIn,Magneto,,28,t,t,177,0,15,593,73,11,
594,sessionentry_UZRORrNX,Axle,,10,t,t,177,0,16,594,73,11,
595,sessionentry_67jesrGl,Axle,,10,t,t,177,0,16,595,73,11,
596,sessionentry_XvWhwrsq,Axle,,10,t,t,177,0,16,596,73,11,
597,sessionentry_XDUG8JYh,+24 Laps,,14,t,t,176,0,17,597,73,1,
598,sessionentry_Kp3xoFfV,+24 Laps,,14,t,t,176,0,17,598,73,1,
599,sessionentry_6fwL2xIG,Oil leak,,22,f,t,169,0,18,599,73,11,
600,sessionentry_s4Befzoe,Oil leak,,18,f,t,166,0,19,600,73,11,
601,sessionentry_oFXmGWRT,Oil leak,,18,f,t,166,0,19,601,73,11,
602,sessionentry_Uq87GCuR,Oil leak,,18,f,t,166,0,19,602,73,11,
603,sessionentry_kA5vbGq3,Suspension,,29,f,t,151,0,20,603,73,11,
604,sessionentry_nTqsIQI7,Transmission,,23,f,t,146,0,21,604,73,11,
605,sessionentry_EQ5sYVv7,Accident,,24,f,t,115,0,22,605,73,10,
606,sessionentry_Em7VCVSB,Overheating,,7,f,t,107,0,23,606,73,11,
607,sessionentry_nSZrSXuD,Overheating,,7,f,t,107,0,23,607,73,11,
608,sessionentry_sGM4vMF0,Overheating,,7,f,t,107,0,23,608,73,11,
609,sessionentry_Hx6oi7Td,Ignition,,27,f,t,94,0,24,609,73,11,
610,sessionentry_tIBNg7nL,Magneto,,17,f,t,89,0,25,610,73,11,
611,sessionentry_Q7osIfT7,Engine,,8,f,t,86,0,26,611,73,11,
612,sessionentry_hT3JFdjW,Accident,,15,f,t,76,0,27,612,73,10,
613,sessionentry_3yEGLNUz,Accident,,13,f,t,53,0,28,613,73,10,
614,sessionentry_euJHVO9V,Fuel leak,,16,f,t,42,0,29,614,73,11,
615,sessionentry_Eeh0s946,Magneto,,30,f,t,30,0,30,615,73,11,
616,sessionentry_5alMWIeB,Oil leak,,11,f,t,14,0,31,616,73,11,
617,sessionentry_e8YXx1o2,Ignition,,33,f,t,6,0,32,617,73,11,
618,sessionentry_6cGVnjwC,Accident,,5,f,t,3,0,33,618,73,10,
619,sessionentry_LZtZYq8P,Finished,,1,t,t,90,8,1,619,76,0,02:53:35.8
620,sessionentry_MLUXwdWQ,Finished,,3,t,t,90,6,2,620,76,0,02:53:46.2
621,sessionentry_J4pkYmCM,+1 Lap,,13,t,t,89,2,3,621,76,1,
622,sessionentry_ZfdDDNS2,+1 Lap,,13,t,t,89,2,3,622,76,1,
623,sessionentry_sZGFbI4Z,+1 Lap,,6,t,t,89,3,4,623,76,1,
624,sessionentry_g5JIpIo7,+2 Laps,,7,t,t,88,2,5,624,76,1,
625,sessionentry_5NnWq8L1,+3 Laps,,12,t,t,87,0,6,625,76,1,
626,sessionentry_3pK1isSb,+4 Laps,,8,t,t,86,0,7,626,76,1,
627,sessionentry_J4c3ENFF,+6 Laps,,16,t,t,84,0,8,627,76,1,
628,sessionentry_PIgtxRTK,+7 Laps,,9,t,t,83,0,9,628,76,1,
629,sessionentry_H8MhwmTZ,Throttle,,4,f,t,67,1,10,629,76,11,
630,sessionentry_Bpa3pEDw,Engine,,14,f,t,63,0,11,630,76,11,
631,sessionentry_h1i9G2uf,Transmission,,10,f,t,59,0,12,631,76,11,
632,sessionentry_BIrwFucC,Not classified,,17,f,t,52,0,13,632,76,1,
633,sessionentry_nrapCfq0,Axle,,2,f,t,36,0,14,633,76,11,
634,sessionentry_wXzETkyc,Transmission,,19,f,t,28,0,15,634,76,11,
635,sessionentry_vU3vX5Lb,Axle,,5,f,t,22,0,16,635,76,11,
636,sessionentry_EXCGZinY,Physical,,18,f,t,19,0,17,636,76,11,
637,sessionentry_XRgiVF2V,Engine,,11,f,t,14,0,18,637,76,11,
638,sessionentry_jNVPT3oS,Throttle,,15,f,t,7,0,19,638,76,11,
639,sessionentry_7VPmIs2K,Finished,,2,t,t,36,8,1,639,79,0,02:48:30.3
640,sessionentry_tSSpPznf,Finished,,5,t,t,36,6,2,640,79,0,02:51:18.5
641,sessionentry_9mTfdbsw,+1 Lap,,16,t,t,35,4,3,641,79,1,
642,sessionentry_FJ8C5jsk,+1 Lap,,9,t,t,35,3,4,642,79,1,
643,sessionentry_yLGnCZM0,+1 Lap,,8,t,t,35,2,5,643,79,1,
644,sessionentry_8soJlOCY,+1 Lap,,7,t,t,35,0,6,644,79,1,
645,sessionentry_YoizXU1m,+3 Laps,,12,t,t,33,0,7,645,79,1,
646,sessionentry_ZwBXkIQO,+3 Laps,,13,t,t,33,0,8,646,79,1,
647,sessionentry_Zkjzagpc,+4 Laps,,15,t,t,32,0,9,647,79,1,
648,sessionentry_mv14UY5H,+6 Laps,,11,t,t,30,0,10,648,79,1,
649,sessionentry_ncAQl3u8,+7 Laps,,18,t,t,29,0,11,649,79,1,
650,sessionentry_9NTqduEL,Accident,,10,f,t,35,0,12,650,79,10,
651,sessionentry_S0LbtJzh,Accident,,10,f,t,35,0,12,651,79,10,
652,sessionentry_NCFBa4JY,Engine,,17,f,t,19,0,13,652,79,11,
653,sessionentry_yZtbODOn,Engine,,4,f,t,16,0,14,653,79,11,
654,sessionentry_Lm6jwihU,Engine,,1,f,t,13,0,15,654,79,11,
